ID Pedido,Fecha compra,Modo envío,ID Cliente,ID Producto,Precio unitario,Cantidad,Importe,Segmento,País,Categoría,Sub-categoría,Nombre Producto,Coste Producción,Beneficio
CA-2014-166744,2018-09-20 00:00:00,Standard Class,DN-13690,FUR-FU-10004952,"164,22",3,"492,66",Consumer,United States,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx","70,6600084783238","280,679974565029"
CA-2017-145226,2021-12-08 00:00:00,Second Class,DL-13315,FUR-FU-10004952,"109,48",2,"218,96",Consumer,United States,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx","70,6600084783238","77,6399830433524"
CA-2016-164091,2020-09-17 00:00:00,Standard Class,LA-16780,FUR-FU-10004952,"109,48",2,"218,96",Corporate,United States,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx","70,6600084783238","77,6399830433524"
US-2015-123918,2019-10-15 00:00:00,Same Day,CG-12520,OFF-PA-10003001,"5,344",1,"5,344",Consumer,United States,Office Supplies,Paper,Xerox 1986,"9,51006466068696","-4,16606466068696"
CA-2014-135699,2018-08-29 00:00:00,Same Day,HH-15010,OFF-PA-10003001,"13,36",2,"26,72",Corporate,Germany,Office Supplies,Paper,Xerox 1986,"9,51006466068696","7,69987067862608"
CA-2016-125738,2020-10-15 00:00:00,Standard Class,PB-18805,OFF-PA-10003001,"60,12",9,"541,08",Home Office,Spain,Office Supplies,Paper,Xerox 1986,"9,51006466068696","455,489418053817"
CA-2016-169887,2020-10-22 00:00:00,Same Day,MS-17530,OFF-PA-10003001,"6,68",1,"6,68",Consumer,Spain,Office Supplies,Paper,Xerox 1986,"9,51006466068696","-2,83006466068696"
CA-2016-138688,2020-06-12 00:00:00,Second Class,DV-13045,OFF-LA-10000240,"14,62",2,"29,24",Corporate,United States,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,"11,7464744696614","5,74705106067724"
CA-2017-100748,2021-05-13 00:00:00,Standard Class,RB-19795,OFF-LA-10000240,"58,48",8,"467,84",Home Office,United States,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,"11,7464744696614","373,868204242709"
CA-2016-144764,2020-09-02 00:00:00,Standard Class,RL-19615,OFF-LA-10000240,"29,24",5,"146,2",Consumer,United States,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,"11,7464744696614","87,4676276516931"
CA-2015-113110,2019-03-19 00:00:00,Standard Class,BK-11260,OFF-LA-10000240,"14,62",2,"29,24",Consumer,United States,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,"11,7464744696614","5,74705106067724"
CA-2014-117345,2018-08-01 00:00:00,Standard Class,BF-10975,OFF-LA-10000240,"17,544",3,"52,632",Corporate,Germany,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,"11,7464744696614","17,3925765910159"
CA-2014-114314,2018-10-11 00:00:00,Standard Class,DB-13555,OFF-LA-10000240,"7,31",1,"7,31",Corporate,Spain,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,"11,7464744696614","-4,43647446966138"
CA-2015-105690,2019-11-21 00:00:00,Second Class,CA-11965,OFF-LA-10000240,"11,696",2,"23,392",Corporate,Spain,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,"11,7464744696614","-0,100948939322763"
CA-2017-139773,2021-12-04 00:00:00,Same Day,DV-13045,FUR-CH-10001797,"188,552",7,"1319,864",Corporate,United States,Furniture,Chairs,"Safco Chair Connectors, 6/Carton","123,891110312752","452,626227810734"
CA-2014-131310,2018-07-12 00:00:00,Standard Class,CL-12565,FUR-CH-10001797,"123,136",4,"492,544",Consumer,United States,Furniture,Chairs,"Safco Chair Connectors, 6/Carton","123,891110312752","-3,02044125100929"
CA-2014-166989,2018-11-14 00:00:00,Standard Class,RM-19675,FUR-CH-10001797,"69,264",2,"138,528",Home Office,United States,Furniture,Chairs,"Safco Chair Connectors, 6/Carton","123,891110312752","-109,254220625505"
CA-2014-114321,2018-08-20 00:00:00,Standard Class,NC-18535,FUR-CH-10001797,"500,24",13,"6503,12",Corporate,Spain,Furniture,Chairs,"Safco Chair Connectors, 6/Carton","123,891110312752","4892,53556593422"
CA-2016-106656,2020-09-23 00:00:00,First Class,DV-13045,OFF-EN-10001509,"4,08",2,"8,16",Corporate,United States,Office Supplies,Envelopes,Poly String Tie Envelopes,"2,55891785526433","3,04216428947135"
US-2015-150630,2019-09-17 00:00:00,Standard Class,TB-21520,OFF-EN-10001509,"3,264",2,"6,528",Consumer,United States,Office Supplies,Envelopes,Poly String Tie Envelopes,"2,55891785526433","1,41016428947135"
CA-2016-157161,2020-07-16 00:00:00,Second Class,JD-15895,OFF-EN-10001509,"10,2",5,51,Corporate,United States,Office Supplies,Envelopes,Poly String Tie Envelopes,"2,55891785526433","38,2054107236784"
CA-2015-131457,2019-10-31 00:00:00,Standard Class,MZ-17515,OFF-EN-10001509,"14,28",7,"99,96",Corporate,United States,Office Supplies,Envelopes,Poly String Tie Envelopes,"2,55891785526433","82,0475750131497"
CA-2017-100160,2021-09-07 00:00:00,Standard Class,CB-12025,OFF-EN-10001509,"4,896",3,"14,688",Consumer,United States,Office Supplies,Envelopes,Poly String Tie Envelopes,"2,55891785526433","7,01124643420702"
US-2014-112914,2018-09-25 00:00:00,Standard Class,MT-18070,OFF-EN-10001509,"3,264",2,"6,528",Home Office,United States,Office Supplies,Envelopes,Poly String Tie Envelopes,"2,55891785526433","1,41016428947135"
CA-2015-146486,2019-11-09 00:00:00,Second Class,DV-13465,OFF-EN-10001509,"12,24",6,"73,44",Consumer,United States,Office Supplies,Envelopes,Poly String Tie Envelopes,"2,55891785526433","58,086492868414"
US-2017-127292,2021-01-19 00:00:00,Standard Class,RM-19375,OFF-EN-10001509,"2,04",1,"2,04",Consumer,Germany,Office Supplies,Envelopes,Poly String Tie Envelopes,"2,55891785526433","-0,518917855264326"
US-2014-137869,2018-03-28 00:00:00,Standard Class,CV-12295,OFF-EN-10001509,"6,12",3,"18,36",Consumer,Spain,Office Supplies,Envelopes,Poly String Tie Envelopes,"2,55891785526433","10,683246434207"
CA-2016-152800,2020-04-13 00:00:00,First Class,SP-20920,OFF-EN-10001509,"6,12",3,"18,36",Consumer,Spain,Office Supplies,Envelopes,Poly String Tie Envelopes,"2,55891785526433","10,683246434207"
US-2014-168501,2018-11-21 00:00:00,Standard Class,JK-15325,OFF-EN-10001509,"1,632",1,"1,632",Corporate,Romania,Office Supplies,Envelopes,Poly String Tie Envelopes,"2,55891785526433","-0,926917855264326"
CA-2016-106656,2020-09-23 00:00:00,First Class,DV-13045,OFF-LA-10003148,"18,9",3,"56,7",Corporate,United States,Office Supplies,Labels,Avery 51,"15,2791922929878","10,8624231210366"
US-2014-100853,2018-09-14 00:00:00,Standard Class,JB-15400,OFF-LA-10003148,"20,16",4,"80,64",Corporate,United States,Office Supplies,Labels,Avery 51,"15,2791922929878","19,5232308280488"
CA-2015-120446,2019-11-16 00:00:00,First Class,JG-15805,OFF-LA-10003148,"18,9",3,"56,7",Corporate,United States,Office Supplies,Labels,Avery 51,"15,2791922929878","10,8624231210366"
CA-2016-136287,2020-06-13 00:00:00,Standard Class,SS-20590,OFF-LA-10003148,"18,9",3,"56,7",Consumer,United States,Office Supplies,Labels,Avery 51,"15,2791922929878","10,8624231210366"
CA-2014-157644,2018-12-31 00:00:00,First Class,AH-10030,OFF-LA-10003148,"18,9",3,"56,7",Corporate,Spain,Office Supplies,Labels,Avery 51,"15,2791922929878","10,8624231210366"
CA-2017-125745,2021-06-30 00:00:00,Standard Class,DV-13045,FUR-FU-10001591,"19,52",2,"39,04",Corporate,United States,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,"87,6126616739301","-136,18532334786"
CA-2015-167745,2019-09-18 00:00:00,Standard Class,GB-14530,FUR-FU-10001591,"24,4",2,"48,8",Corporate,United States,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,"87,6126616739301","-126,42532334786"
CA-2016-110254,2020-08-04 00:00:00,Standard Class,ML-17755,FUR-FU-10001591,"109,8",9,"988,2",Home Office,Germany,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,"87,6126616739301","199,686044934629"
CA-2015-126725,2019-11-17 00:00:00,Standard Class,BS-11665,FUR-FU-10001591,"36,6",3,"109,8",Consumer,Germany,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,"87,6126616739301","-153,03798502179"
US-2017-159205,2021-03-31 00:00:00,Second Class,DB-12910,FUR-FU-10001591,61,5,305,Home Office,Spain,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,"87,6126616739301","-133,063308369651"
CA-2014-103317,2018-07-05 00:00:00,First Class,DM-13525,FUR-FU-10001591,"19,52",2,"39,04",Corporate,Romania,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,"87,6126616739301","-136,18532334786"
CA-2017-168389,2021-12-11 00:00:00,Standard Class,DV-13045,FUR-TA-10004289,"721,875",6,"4331,25",Corporate,United States,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,"200,955993726481","3125,51403764111"
CA-2014-133690,2018-08-03 00:00:00,First Class,BS-11755,FUR-TA-10004289,"218,75",2,"437,5",Consumer,United States,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,"200,955993726481","35,5880125470378"
US-2017-124968,2021-09-08 00:00:00,Second Class,MM-18055,FUR-TA-10004289,"765,625",7,"5359,375",Consumer,Germany,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,"200,955993726481","3952,68304391463"
CA-2017-168389,2021-12-11 00:00:00,Standard Class,DV-13045,TEC-PH-10003555,"73,568",4,"294,272",Corporate,United States,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,"54,8536154231655","74,8575383073379"
US-2016-139486,2020-05-21 00:00:00,First Class,LH-17155,TEC-PH-10003555,"55,176",3,"165,528",Consumer,United States,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,"54,8536154231655","0,967153730503462"
CA-2017-108574,2021-10-07 00:00:00,Standard Class,MG-18145,TEC-PH-10003555,"128,744",7,"901,208",Consumer,United States,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,"54,8536154231655","517,232692037841"
US-2017-103247,2021-10-05 00:00:00,Second Class,PO-19195,TEC-PH-10003555,"160,93",7,"1126,51",Home Office,United States,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,"54,8536154231655","742,534692037842"
CA-2016-134425,2020-12-08 00:00:00,Second Class,QJ-19255,TEC-PH-10003555,"114,95",5,"574,75",Corporate,Germany,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,"54,8536154231655","300,481922884172"
CA-2017-117401,2021-05-18 00:00:00,Second Class,PP-18955,TEC-PH-10003555,"114,95",5,"574,75",Home Office,Germany,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,"54,8536154231655","300,481922884172"
CA-2017-157420,2021-11-21 00:00:00,Same Day,HZ-14950,TEC-PH-10003555,"55,176",3,"165,528",Consumer,Germany,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,"54,8536154231655","0,967153730503462"
CA-2015-129546,2019-09-28 00:00:00,Standard Class,RP-19855,TEC-PH-10003555,"36,784",2,"73,568",Corporate,Germany,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,"54,8536154231655","-36,139230846331"
US-2016-126452,2020-08-21 00:00:00,Standard Class,SC-20230,TEC-PH-10003555,"91,96",5,"459,8",Corporate,Germany,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,"54,8536154231655","185,531922884172"
CA-2017-168389,2021-12-11 00:00:00,Standard Class,DV-13045,OFF-AR-10001958,"13,584",1,"13,584",Corporate,United States,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,"21,0123684443453","-7,42836844434532"
CA-2017-132213,2021-04-25 00:00:00,First Class,PN-18775,OFF-AR-10001958,"67,92",5,"339,6",Home Office,United States,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,"21,0123684443453","234,538157778273"
US-2017-145597,2021-11-02 00:00:00,First Class,GG-14650,OFF-AR-10001958,"54,336",4,"217,344",Corporate,United States,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,"21,0123684443453","133,294526222619"
CA-2015-169397,2019-12-24 00:00:00,First Class,JB-15925,OFF-AR-10001958,"27,168",2,"54,336",Consumer,United States,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,"21,0123684443453","12,3112631113094"
CA-2017-138163,2021-11-17 00:00:00,First Class,XP-21865,OFF-AR-10001958,"50,94",3,"152,82",Consumer,United States,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,"21,0123684443453","89,782894666964"
CA-2017-136539,2021-12-28 00:00:00,Standard Class,GH-14665,OFF-AR-10001958,"27,168",2,"54,336",Consumer,Germany,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,"21,0123684443453","12,3112631113094"
CA-2016-118689,2020-10-02 00:00:00,Standard Class,TC-20980,OFF-AR-10001958,"33,96",2,"67,92",Corporate,Germany,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,"21,0123684443453","25,8952631113094"
CA-2017-168389,2021-12-11 00:00:00,Standard Class,DV-13045,FUR-CH-10000225,"64,784",1,"64,784",Corporate,United States,Furniture,Chairs,"Global Geo Office Task Chair, Gray","105,534408468716","-40,7504084687164"
US-2015-163433,2019-04-18 00:00:00,Second Class,MP-17965,FUR-CH-10000225,"56,686",1,"56,686",Corporate,United States,Furniture,Chairs,"Global Geo Office Task Chair, Gray","105,534408468716","-48,8484084687164"
US-2014-110674,2018-02-12 00:00:00,Standard Class,SC-20095,FUR-CH-10000225,"129,568",2,"259,136",Consumer,United States,Furniture,Chairs,"Global Geo Office Task Chair, Gray","105,534408468716","48,0671830625672"
CA-2017-166695,2021-05-20 00:00:00,Standard Class,CC-12430,FUR-CH-10000225,"518,272",8,"4146,176",Home Office,United States,Furniture,Chairs,"Global Geo Office Task Chair, Gray","105,534408468716","3301,90073225027"
CA-2016-143910,2020-08-12 00:00:00,Standard Class,BC-11125,FUR-CH-10000225,"145,764",2,"291,528",Home Office,Spain,Furniture,Chairs,"Global Geo Office Task Chair, Gray","105,534408468716","80,4591830625673"
CA-2014-136644,2018-06-16 00:00:00,Standard Class,SC-20575,FUR-CH-10000225,"647,84",8,"5182,72",Consumer,Spain,Furniture,Chairs,"Global Geo Office Task Chair, Gray","105,534408468716","4338,44473225027"
CA-2016-163594,2020-04-12 00:00:00,First Class,JF-15295,FUR-CH-10000225,"194,352",3,"583,056",Consumer,Spain,Furniture,Chairs,"Global Geo Office Task Chair, Gray","105,534408468716","266,452774593851"
US-2015-108966,2019-10-11 00:00:00,Standard Class,SO-20335,FUR-TA-10000577,"957,5775",5,"4787,8875",Consumer,United States,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,"608,528821515633","1745,24339242184"
CA-2015-106320,2019-09-25 00:00:00,Standard Class,EB-13870,FUR-TA-10000577,"1044,63",3,"3133,89",Consumer,United States,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,"608,528821515633","1308,3035354531"
US-2017-113992,2021-12-14 00:00:00,Standard Class,LC-16885,FUR-TA-10000577,"974,988",4,"3899,952",Consumer,United States,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,"608,528821515633","1465,83671393747"
CA-2015-150875,2019-11-16 00:00:00,Standard Class,HK-14890,FUR-TA-10000577,"696,42",2,"1392,84",Corporate,United States,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,"608,528821515633","175,782356968734"
CA-2015-122266,2019-04-26 00:00:00,Standard Class,SA-20830,FUR-TA-10000577,"191,5155",1,"191,5155",Consumer,United States,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,"608,528821515633","-417,013321515633"
CA-2016-142958,2020-12-13 00:00:00,Standard Class,RW-19630,FUR-TA-10000577,"1114,272",4,"4457,088",Corporate,Germany,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,"608,528821515633","2022,97271393747"
US-2017-102890,2021-06-30 00:00:00,Same Day,SG-20470,FUR-TA-10000577,"1044,63",5,"5223,15",Consumer,Germany,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,"608,528821515633","2180,50589242184"
CA-2014-127446,2018-11-25 00:00:00,Standard Class,MC-17590,FUR-TA-10000577,"1218,735",5,"6093,675",Corporate,Germany,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,"608,528821515633","3051,03089242183"
US-2015-108966,2019-10-11 00:00:00,Standard Class,SO-20335,OFF-ST-10000760,"22,368",2,"44,736",Consumer,United States,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,"12,728871464277","19,2782570714461"
CA-2016-124149,2020-04-23 00:00:00,First Class,MJ-17740,OFF-ST-10000760,"55,92",5,"279,6",Consumer,United States,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,"12,728871464277","215,955642678615"
US-2014-150532,2018-07-14 00:00:00,Standard Class,PB-19150,OFF-ST-10000760,"55,92",5,"279,6",Consumer,United States,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,"12,728871464277","215,955642678615"
CA-2014-167927,2018-01-20 00:00:00,Standard Class,XP-21865,OFF-ST-10000760,"13,98",1,"13,98",Consumer,United States,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,"12,728871464277","1,25112853572305"
US-2017-123862,2021-01-07 00:00:00,Second Class,JF-15190,OFF-ST-10000760,"153,78",11,"1691,58",Consumer,Germany,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,"12,728871464277","1551,56241389295"
CA-2015-161718,2019-12-04 00:00:00,Standard Class,SO-20335,FUR-FU-10002445,"28,44",3,"85,32",Consumer,United States,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","10,6106955350049","53,4879133949853"
CA-2017-136651,2021-04-23 00:00:00,Second Class,JF-15355,FUR-FU-10002445,"66,36",7,"464,52",Consumer,United States,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","10,6106955350049","390,245131254965"
CA-2016-119641,2020-09-22 00:00:00,Standard Class,CS-12250,FUR-FU-10002445,"18,96",2,"37,92",Corporate,United States,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","10,6106955350049","16,6986089299902"
US-2016-111563,2020-11-04 00:00:00,Standard Class,SM-20005,FUR-FU-10002445,"11,376",3,"34,128",Consumer,United States,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","10,6106955350049","2,29591339498524"
US-2015-115238,2019-04-30 00:00:00,Standard Class,JW-15220,FUR-FU-10002445,"9,48",1,"9,48",Corporate,Germany,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","10,6106955350049","-1,13069553500492"
CA-2017-137428,2021-12-16 00:00:00,Second Class,AY-10555,FUR-FU-10002445,"18,96",2,"37,92",Corporate,Spain,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","10,6106955350049","16,6986089299902"
CA-2016-126543,2020-01-09 00:00:00,Second Class,MF-17665,FUR-FU-10002445,"15,168",2,"30,336",Corporate,Spain,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","10,6106955350049","9,11460892999016"
CA-2017-124205,2021-09-15 00:00:00,Standard Class,TC-21145,FUR-FU-10002445,"47,4",5,237,Corporate,Romania,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","10,6106955350049","183,946522324975"
CA-2015-161718,2019-12-04 00:00:00,Standard Class,SO-20335,FUR-CH-10002372,"364,41",5,"1822,05",Consumer,United States,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,"160,361685159147","1020,24157420427"
CA-2016-115756,2020-09-05 00:00:00,Second Class,PK-19075,FUR-CH-10002372,"242,94",3,"728,82",Consumer,United States,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,"160,361685159147","247,734944522559"
US-2017-168613,2021-10-08 00:00:00,Standard Class,GM-14440,FUR-CH-10002372,"145,764",2,"291,528",Consumer,United States,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,"160,361685159147","-29,1953703182939"
CA-2016-133697,2020-10-20 00:00:00,Second Class,CM-12445,FUR-CH-10002372,"56,686",1,"56,686",Consumer,United States,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,"160,361685159147","-103,675685159147"
US-2015-146745,2019-09-03 00:00:00,Standard Class,AS-10630,FUR-CH-10002372,"129,568",2,"259,136",Home Office,Germany,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,"160,361685159147","-61,587370318294"
CA-2017-156237,2021-09-14 00:00:00,First Class,PS-18760,FUR-CH-10002372,"113,372",2,"226,744",Consumer,Germany,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,"160,361685159147","-93,979370318294"
